,question,presupposition,trigger_name,document
140,who proposed 30 different suggestions for why crime remained high in some areas,there is someone that proposed 30 different suggestions for why crime remained high in some areas,who_question,https://en.wikipedia.org//w/index.php?title=Social_disorganization_theory&amp;oldid=819230502
141,who proposed 30 different suggestions for why crime remained high in some areas,crime remained high in some areas,why_question,https://en.wikipedia.org//w/index.php?title=Social_disorganization_theory&amp;oldid=819230502
142,who proposed 30 different suggestions for why crime remained high in some areas,there is some reason that crime remained high in some areas,why_question,https://en.wikipedia.org//w/index.php?title=Social_disorganization_theory&amp;oldid=819230502
143,when does jane find out who her father is,who her father is,embedded_question,https://en.wikipedia.org//w/index.php?title=List_of_Jane_the_Virgin_episodes&amp;oldid=837466375
144,when does jane find out who her father is,who her father is,factive_clause_embedding_predicate,https://en.wikipedia.org//w/index.php?title=List_of_Jane_the_Virgin_episodes&amp;oldid=837466375
145,when does jane find out who her father is,there is someone that her father is,who_question,https://en.wikipedia.org//w/index.php?title=List_of_Jane_the_Virgin_episodes&amp;oldid=837466375
146,when does jane find out who her father is,there is some point in time that jane find out who her father is,when_question,https://en.wikipedia.org//w/index.php?title=List_of_Jane_the_Virgin_episodes&amp;oldid=837466375
147,from where does the concept of justiciability originate for the supreme court,concept of justiciability originate for the supreme court exists,definite_article,https://en.wikipedia.org//w/index.php?title=Justiciability&amp;oldid=822795809
148,from where does the concept of justiciability originate for the supreme court,concept of justiciability originate for the supreme court is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Justiciability&amp;oldid=822795809
149,from where does the concept of justiciability originate for the supreme court,supreme court exists,definite_article,https://en.wikipedia.org//w/index.php?title=Justiciability&amp;oldid=822795809
150,from where does the concept of justiciability originate for the supreme court,supreme court is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Justiciability&amp;oldid=822795809
151,from where does the concept of justiciability originate for the supreme court,there is some place that from,where_question,https://en.wikipedia.org//w/index.php?title=Justiciability&amp;oldid=822795809
152,how old is rainbow dash in my little pony,old,how_question,https://en.wikipedia.org//w/index.php?title=List_of_My_Little_Pony_(1986)_characters&amp;oldid=835983549
153,how old is rainbow dash in my little pony,there is some way that old,how_question,https://en.wikipedia.org//w/index.php?title=List_of_My_Little_Pony_(1986)_characters&amp;oldid=835983549
154,what does negan mean in the walking dead,walking exists,definite_article,https://en.wikipedia.org//w/index.php?title=Negan&amp;oldid=819383734
155,what does negan mean in the walking dead,walking is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Negan&amp;oldid=819383734
156,what does negan mean in the walking dead,there is something that does negan mean in the walking dead,what_question,https://en.wikipedia.org//w/index.php?title=Negan&amp;oldid=819383734
157,what is the stock symbol for mars candy,stock symbol for mars candy exists,definite_article,"https://en.wikipedia.org//w/index.php?title=Mars,_Incorporated&amp;oldid=838432748"
158,what is the stock symbol for mars candy,stock symbol for mars candy is contextually unique,definite_article,"https://en.wikipedia.org//w/index.php?title=Mars,_Incorporated&amp;oldid=838432748"
159,what is the stock symbol for mars candy,there is something that is the stock symbol for mars candy,what_question,"https://en.wikipedia.org//w/index.php?title=Mars,_Incorporated&amp;oldid=838432748"
160,who do the patriots play on november 5,patriots exists,definite_article,https://en.wikipedia.org//w/index.php?title=New_England_Patriots&amp;oldid=819266148
161,who do the patriots play on november 5,patriots is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=New_England_Patriots&amp;oldid=819266148
162,who do the patriots play on november 5,there is someone that do,who_question,https://en.wikipedia.org//w/index.php?title=New_England_Patriots&amp;oldid=819266148
163,who was the crackhead in menace to society,crackhead in menace exists,definite_article,https://en.wikipedia.org//w/index.php?title=Menace_II_Society&amp;oldid=815506900
164,who was the crackhead in menace to society,crackhead in menace is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Menace_II_Society&amp;oldid=815506900
165,who was the crackhead in menace to society,there is someone that was the crackhead in menace to society,who_question,https://en.wikipedia.org//w/index.php?title=Menace_II_Society&amp;oldid=815506900
166,when was the hanging gardens of babylon completed,hanging gardens of babylon exists,definite_article,https://en.wikipedia.org//w/index.php?title=Hanging_Gardens_of_Babylon&amp;oldid=816891098
167,when was the hanging gardens of babylon completed,hanging gardens of babylon is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Hanging_Gardens_of_Babylon&amp;oldid=816891098
168,when was the hanging gardens of babylon completed,there is some point in time that was the hanging gardens of babylon,when_question,https://en.wikipedia.org//w/index.php?title=Hanging_Gardens_of_Babylon&amp;oldid=816891098
169,what is the name of the goddess of the moon,name of the goddess of the moon exists,definite_article,https://en.wikipedia.org//w/index.php?title=List_of_lunar_deities&amp;oldid=821344224
170,what is the name of the goddess of the moon,name of the goddess of the moon is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=List_of_lunar_deities&amp;oldid=821344224
171,what is the name of the goddess of the moon,goddess of the moon exists,definite_article,https://en.wikipedia.org//w/index.php?title=List_of_lunar_deities&amp;oldid=821344224
172,what is the name of the goddess of the moon,goddess of the moon is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=List_of_lunar_deities&amp;oldid=821344224
173,what is the name of the goddess of the moon,moon exists,definite_article,https://en.wikipedia.org//w/index.php?title=List_of_lunar_deities&amp;oldid=821344224
174,what is the name of the goddess of the moon,moon is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=List_of_lunar_deities&amp;oldid=821344224
175,what is the name of the goddess of the moon,there is something that is the name of the goddess of the moon,what_question,https://en.wikipedia.org//w/index.php?title=List_of_lunar_deities&amp;oldid=821344224
176,how many roles did an actor have in a play,many,how_question,https://en.wikipedia.org//w/index.php?title=Actor&amp;oldid=836109619
177,how many roles did an actor have in a play,there is some way that many,how_question,https://en.wikipedia.org//w/index.php?title=Actor&amp;oldid=836109619
178,when did mulder and scully have a kid,there is some point in time that mulder and scully have a kid,when_question,https://en.wikipedia.org//w/index.php?title=William_(The_X-Files)&amp;oldid=799964440
179,who owns the one ring in real life,one ring in real life exists,definite_article,https://en.wikipedia.org//w/index.php?title=One_Ring&amp;oldid=836603603
180,who owns the one ring in real life,one ring in real life is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=One_Ring&amp;oldid=836603603
181,who owns the one ring in real life,there is someone that owns the one ring in real life,who_question,https://en.wikipedia.org//w/index.php?title=One_Ring&amp;oldid=836603603
182,where is the aoss button on the ps4,aoss button on the ps4 exists,definite_article,https://en.wikipedia.org//w/index.php?title=AOSS&amp;oldid=803922071
183,where is the aoss button on the ps4,aoss button on the ps4 is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=AOSS&amp;oldid=803922071
184,where is the aoss button on the ps4,ps4 exists,definite_article,https://en.wikipedia.org//w/index.php?title=AOSS&amp;oldid=803922071
185,where is the aoss button on the ps4,ps4 is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=AOSS&amp;oldid=803922071
186,where is the aoss button on the ps4,there is some place that is the aoss button on the ps4,where_question,https://en.wikipedia.org//w/index.php?title=AOSS&amp;oldid=803922071
187,what is the difference between hastings essential and hastings direct,difference between hastings essential and hastings exists,definite_article,https://en.wikipedia.org//w/index.php?title=Hastings_Insurance&amp;oldid=809870780
188,what is the difference between hastings essential and hastings direct,difference between hastings essential and hastings is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Hastings_Insurance&amp;oldid=809870780
189,what is the difference between hastings essential and hastings direct,there is something that is the difference between hastings essential and hastings direct,what_question,https://en.wikipedia.org//w/index.php?title=Hastings_Insurance&amp;oldid=809870780
190,what is an acceptable three letter abbreviation for phenylthiocarbamide,there is something that is an acceptable three letter abbreviation for phenylthiocarbamide,what_question,https://en.wikipedia.org//w/index.php?title=Three-letter_acronym&amp;oldid=822180388
191,when does mlb resume after all star break,there is some point in time that mlb resume after all star break,when_question,https://en.wikipedia.org//w/index.php?title=2017_Major_League_Baseball_All-Star_Game&amp;oldid=805208862
192,who played the doctor in band of brothers,doctor exists,definite_article,https://en.wikipedia.org//w/index.php?title=Gilles_Marini&amp;oldid=819462621
193,who played the doctor in band of brothers,doctor is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Gilles_Marini&amp;oldid=819462621
194,who played the doctor in band of brothers,there is someone that played the doctor in band of brothers,who_question,https://en.wikipedia.org//w/index.php?title=Gilles_Marini&amp;oldid=819462621
195,who played the drummer in school of rock,drummer exists,definite_article,https://en.wikipedia.org//w/index.php?title=Tenacious_D&amp;oldid=837200320
196,who played the drummer in school of rock,drummer is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Tenacious_D&amp;oldid=837200320
197,who played the drummer in school of rock,there is someone that played the drummer in school of rock,who_question,https://en.wikipedia.org//w/index.php?title=Tenacious_D&amp;oldid=837200320
198,where does brown fall on the color wheel,color wheel exists,definite_article,https://en.wikipedia.org//w/index.php?title=Brown&amp;oldid=838019699
199,where does brown fall on the color wheel,color wheel is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Brown&amp;oldid=838019699
200,where does brown fall on the color wheel,there is some place that brown fall on the color wheel,where_question,https://en.wikipedia.org//w/index.php?title=Brown&amp;oldid=838019699
201,when did the salvation army come to australia,salvation army exists,definite_article,https://en.wikipedia.org//w/index.php?title=Safe_Schools_Coalition_Australia&amp;oldid=807291945
202,when did the salvation army come to australia,salvation army is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Safe_Schools_Coalition_Australia&amp;oldid=807291945
203,when did the salvation army come to australia,there is some point in time that the salvation army come to australia,when_question,https://en.wikipedia.org//w/index.php?title=Safe_Schools_Coalition_Australia&amp;oldid=807291945
204,who was considered one of the greatest sailors during the history of early china,greatest sailors exists,definite_article,https://en.wikipedia.org//w/index.php?title=History_of_Southeast_Asia&amp;oldid=806026138
205,who was considered one of the greatest sailors during the history of early china,greatest sailors is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=History_of_Southeast_Asia&amp;oldid=806026138
206,who was considered one of the greatest sailors during the history of early china,history of early china exists,definite_article,https://en.wikipedia.org//w/index.php?title=History_of_Southeast_Asia&amp;oldid=806026138
207,who was considered one of the greatest sailors during the history of early china,history of early china is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=History_of_Southeast_Asia&amp;oldid=806026138
208,who was considered one of the greatest sailors during the history of early china,there is someone that was considered one of the greatest sailors during the history of early china,who_question,https://en.wikipedia.org//w/index.php?title=History_of_Southeast_Asia&amp;oldid=806026138
209,what is the name for the theory that says that public opinion drives the political machine,name for the theory that says that public opinion drives the political machine exists,definite_article,https://en.wikipedia.org//w/index.php?title=Argumentation_theory&amp;oldid=810132684
210,what is the name for the theory that says that public opinion drives the political machine,name for the theory that says that public opinion drives the political machine is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Argumentation_theory&amp;oldid=810132684
211,what is the name for the theory that says that public opinion drives the political machine,theory that says that public opinion drives the political machine exists,definite_article,https://en.wikipedia.org//w/index.php?title=Argumentation_theory&amp;oldid=810132684
212,what is the name for the theory that says that public opinion drives the political machine,theory that says that public opinion drives the political machine is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Argumentation_theory&amp;oldid=810132684
213,what is the name for the theory that says that public opinion drives the political machine,political machine exists,definite_article,https://en.wikipedia.org//w/index.php?title=Argumentation_theory&amp;oldid=810132684
214,what is the name for the theory that says that public opinion drives the political machine,political machine is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Argumentation_theory&amp;oldid=810132684
215,what is the name for the theory that says that public opinion drives the political machine,that public opinion drives the political machine,factive_clause_embedding_predicate,https://en.wikipedia.org//w/index.php?title=Argumentation_theory&amp;oldid=810132684
216,what is the name for the theory that says that public opinion drives the political machine,there is something that is the name for the theory that says that public opinion drives the political machine,what_question,https://en.wikipedia.org//w/index.php?title=Argumentation_theory&amp;oldid=810132684
217,what is the benefit to an organism in biochemically transforming citrate,benefit to an organism in biochemically transforming citrate exists,definite_article,https://en.wikipedia.org//w/index.php?title=Citrate_test&amp;oldid=778096713
218,what is the benefit to an organism in biochemically transforming citrate,benefit to an organism in biochemically transforming citrate is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Citrate_test&amp;oldid=778096713
219,what is the benefit to an organism in biochemically transforming citrate,there is something that is the benefit to an organism in biochemically transforming citrate,what_question,https://en.wikipedia.org//w/index.php?title=Citrate_test&amp;oldid=778096713
220,who has become the first woman chairman of indian bank association,first woman chairman of indian bank association exists,definite_article,https://en.wikipedia.org//w/index.php?title=Chanda_Kochhar&amp;oldid=837453416
221,who has become the first woman chairman of indian bank association,first woman chairman of indian bank association is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Chanda_Kochhar&amp;oldid=837453416
222,who has become the first woman chairman of indian bank association,there is someone that has become the first woman chairman of indian bank association,who_question,https://en.wikipedia.org//w/index.php?title=Chanda_Kochhar&amp;oldid=837453416
223,what made the glider to move over the air track device,glider exists,definite_article,https://en.wikipedia.org//w/index.php?title=Wright_Flyer&amp;oldid=834571552
224,what made the glider to move over the air track device,glider is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Wright_Flyer&amp;oldid=834571552
225,what made the glider to move over the air track device,air track device exists,definite_article,https://en.wikipedia.org//w/index.php?title=Wright_Flyer&amp;oldid=834571552
226,what made the glider to move over the air track device,air track device is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Wright_Flyer&amp;oldid=834571552
227,what made the glider to move over the air track device,there is something that made the glider to move over the air track device,what_question,https://en.wikipedia.org//w/index.php?title=Wright_Flyer&amp;oldid=834571552
228,who plays the crazy lady on days of our lives,crazy lady exists,definite_article,https://en.wikipedia.org//w/index.php?title=Kristen_Bell&amp;oldid=822108144
229,who plays the crazy lady on days of our lives,crazy lady is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Kristen_Bell&amp;oldid=822108144
230,who plays the crazy lady on days of our lives,there is someone that plays the crazy lady on days of our lives,who_question,https://en.wikipedia.org//w/index.php?title=Kristen_Bell&amp;oldid=822108144
231,who authored both on architecture and on painting the first renaissance text on art theory,first renaissance text on art theory exists,definite_article,https://en.wikipedia.org//w/index.php?title=Henry-Russell_Hitchcock&amp;oldid=818874735
232,who authored both on architecture and on painting the first renaissance text on art theory,first renaissance text on art theory is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Henry-Russell_Hitchcock&amp;oldid=818874735
233,who authored both on architecture and on painting the first renaissance text on art theory,there is someone that authored both on architecture and on painting the first renaissance text on art theory,who_question,https://en.wikipedia.org//w/index.php?title=Henry-Russell_Hitchcock&amp;oldid=818874735
234,why is it important to know the discharge of a river,discharge of a river exists,definite_article,https://en.wikipedia.org//w/index.php?title=Jordan_River&amp;oldid=822187465
235,why is it important to know the discharge of a river,discharge of a river is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Jordan_River&amp;oldid=822187465
236,why is it important to know the discharge of a river,is it important know the discharge of a river,why_question,https://en.wikipedia.org//w/index.php?title=Jordan_River&amp;oldid=822187465
237,why is it important to know the discharge of a river,there is some reason that is it important know the discharge of a river,why_question,https://en.wikipedia.org//w/index.php?title=Jordan_River&amp;oldid=822187465
238,what is a good number of inventory turns,there is something that is a good number of inventory,what_question,https://en.wikipedia.org//w/index.php?title=Inventory_turnover&amp;oldid=835857091
239,which statement provides the most accurate description of u.s foreign policy in the 1800s,most accurate description of u.s foreign policy in the 1800s exists,definite_article,https://en.wikipedia.org//w/index.php?title=History_of_United_States_foreign_policy&amp;oldid=838459281
240,which statement provides the most accurate description of u.s foreign policy in the 1800s,most accurate description of u.s foreign policy in the 1800s is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=History_of_United_States_foreign_policy&amp;oldid=838459281
241,which statement provides the most accurate description of u.s foreign policy in the 1800s,1800s exists,definite_article,https://en.wikipedia.org//w/index.php?title=History_of_United_States_foreign_policy&amp;oldid=838459281
242,which statement provides the most accurate description of u.s foreign policy in the 1800s,1800s is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=History_of_United_States_foreign_policy&amp;oldid=838459281
243,which statement provides the most accurate description of u.s foreign policy in the 1800s,some statement provides the most accurate description of u.s foreign policy in the 1800s,which_question,https://en.wikipedia.org//w/index.php?title=History_of_United_States_foreign_policy&amp;oldid=838459281
244,what is the perfect height for a model,perfect height for a model exists,definite_article,https://en.wikipedia.org//w/index.php?title=Model_(person)&amp;oldid=838100477
245,what is the perfect height for a model,perfect height for a model is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Model_(person)&amp;oldid=838100477
246,what is the perfect height for a model,there is something that is the perfect height for a model,what_question,https://en.wikipedia.org//w/index.php?title=Model_(person)&amp;oldid=838100477
247,how many campaign mission in call of duty ww2,many,how_question,https://en.wikipedia.org//w/index.php?title=Call_of_Duty:_WWII&amp;oldid=822269939
248,how many campaign mission in call of duty ww2,there is some way that many,how_question,https://en.wikipedia.org//w/index.php?title=Call_of_Duty:_WWII&amp;oldid=822269939
249,what were two consequences of the french colonization of haiti,french colonization of haiti exists,definite_article,https://en.wikipedia.org//w/index.php?title=French_colonial_empire&amp;oldid=820011591
250,what were two consequences of the french colonization of haiti,french colonization of haiti is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=French_colonial_empire&amp;oldid=820011591
251,what were two consequences of the french colonization of haiti,there is something that were two consequences of the french colonization of haiti,what_question,https://en.wikipedia.org//w/index.php?title=French_colonial_empire&amp;oldid=820011591
252,when was english ivy introduced to the us,us exists,definite_article,https://en.wikipedia.org//w/index.php?title=Hedera_helix&amp;oldid=834228964#United_States
253,when was english ivy introduced to the us,us is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Hedera_helix&amp;oldid=834228964#United_States
254,when was english ivy introduced to the us,there is some point in time that was english ivy introduced to the us,when_question,https://en.wikipedia.org//w/index.php?title=Hedera_helix&amp;oldid=834228964#United_States
255,when is it going to snow in florida again,there is some point in time that it going snow in florida again,when_question,https://en.wikipedia.org//w/index.php?title=Snow_in_Florida&amp;oldid=821364269
256,what is the golden door in the new colossus,golden door in the new colossus exists,definite_article,https://en.wikipedia.org//w/index.php?title=Golden_Door&amp;oldid=679522645
257,what is the golden door in the new colossus,golden door in the new colossus is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Golden_Door&amp;oldid=679522645
258,what is the golden door in the new colossus,new colossus exists,definite_article,https://en.wikipedia.org//w/index.php?title=Golden_Door&amp;oldid=679522645
259,what is the golden door in the new colossus,new colossus is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Golden_Door&amp;oldid=679522645
260,what is the golden door in the new colossus,there is something that is the golden door in the new colossus,what_question,https://en.wikipedia.org//w/index.php?title=Golden_Door&amp;oldid=679522645
261,how many seats are there in indigo flight,many,how_question,https://en.wikipedia.org//w/index.php?title=IndiGo&amp;oldid=838432323
262,how many seats are there in indigo flight,there is some way that many,how_question,https://en.wikipedia.org//w/index.php?title=IndiGo&amp;oldid=838432323
263,what month has the most rain in florida,most rain in florida exists,definite_article,https://en.wikipedia.org//w/index.php?title=Climate_of_Florida&amp;oldid=832705903
264,what month has the most rain in florida,most rain in florida is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Climate_of_Florida&amp;oldid=832705903
265,when does new season of star trek discovery start,there is some point in time that new season of star trek discovery start,when_question,https://en.wikipedia.org//w/index.php?title=Star_Trek:_Discovery&amp;oldid=838430258
266,what is the next comet to pass earth,next comet to pass earth exists,definite_article,https://en.wikipedia.org//w/index.php?title=Halley%27s_Comet&amp;oldid=836093095
267,what is the next comet to pass earth,next comet to pass earth is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=Halley%27s_Comet&amp;oldid=836093095
268,what is the next comet to pass earth,there is something that is the next comet to pass earth,what_question,https://en.wikipedia.org//w/index.php?title=Halley%27s_Comet&amp;oldid=836093095
269,where will the all star game be played,all star game exists,definite_article,https://en.wikipedia.org//w/index.php?title=2018_NBA_All-Star_Game&amp;oldid=837978071
270,where will the all star game be played,all star game is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=2018_NBA_All-Star_Game&amp;oldid=837978071
271,where will the all star game be played,there is some place that the all star game be played,where_question,https://en.wikipedia.org//w/index.php?title=2018_NBA_All-Star_Game&amp;oldid=837978071
272,where is the acc championship game being played tonight,acc championship game exists,definite_article,https://en.wikipedia.org//w/index.php?title=2017_ACC_Championship_Game&amp;oldid=830146878
273,where is the acc championship game being played tonight,acc championship game is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=2017_ACC_Championship_Game&amp;oldid=830146878
274,where is the acc championship game being played tonight,there is some place that ,where_question,https://en.wikipedia.org//w/index.php?title=2017_ACC_Championship_Game&amp;oldid=830146878
275,who has man city lost against this season,there is someone that has man city lost against this season,who_question,https://en.wikipedia.org//w/index.php?title=2017%E2%80%9318_Manchester_City_F.C._season&amp;oldid=838153389
276,where do the arizona cardinals play this week,arizona cardinals exists,definite_article,https://en.wikipedia.org//w/index.php?title=2017_Arizona_Cardinals_season&amp;oldid=822086267
277,where do the arizona cardinals play this week,arizona cardinals is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=2017_Arizona_Cardinals_season&amp;oldid=822086267
278,where do the arizona cardinals play this week,there is some place that the arizona cardinals play this week,where_question,https://en.wikipedia.org//w/index.php?title=2017_Arizona_Cardinals_season&amp;oldid=822086267
279,how far is skipper's virginia from here,far,how_question,https://en.wikipedia.org//w/index.php?title=Interstate_95_in_Virginia&amp;oldid=804062287
280,how far is skipper's virginia from here,there is some way that far,how_question,https://en.wikipedia.org//w/index.php?title=Interstate_95_in_Virginia&amp;oldid=804062287
281,where is the world series being held at this year,world series exists,definite_article,https://en.wikipedia.org//w/index.php?title=2017_World_Series&amp;oldid=822322227
282,where is the world series being held at this year,world series is contextually unique,definite_article,https://en.wikipedia.org//w/index.php?title=2017_World_Series&amp;oldid=822322227
283,where is the world series being held at this year,there is some place that is the world series being held at this year,where_question,https://en.wikipedia.org//w/index.php?title=2017_World_Series&amp;oldid=822322227
